num_vacantes,especialidad,jornada,colegio,file,fecha
1,ED. PRIMARIA - ESP. EDUCACIÓN FÍSICA - B2,PARCIAL,NUESTRA SEÑORA DEL PILAR-GUANARTEME,12052022_vacantes_cc_1.pdf,12 de mayo de 2022
1,GRADO EN LENGUAS MODERNAS (INGLÉS Y FRANCÉS)-MÁSTER P,PARCIAL,NUESTRA SEÑORA DEL PILAR-GUANARTEME,12052022_vacantes_cc_1.pdf,12 de mayo de 2022
1,INFANTIL,COMPLETA,CPEIPS SANTA TERESA DE JESÚS,120522_vacantes_cc_2.pdf,12 de mayo de 2022
1,LICENCIADO/A FRANCÉSB2,PARCIAL,ISABEL LA CATÓLICA,120722_vacantes_cc_1.pdf,12 de julio de 2022
1,LICENCIADO/A GEOGRAFÍA E HISTORIA,PARCIAL,ISABEL LA CATÓLICA,120722_vacantes_cc_1.pdf,12 de julio de 2022
1,PRIMARIA INGLÉS B2,PARCIAL,ISABEL LA CATÓLICA,120722_vacantes_cc_1.pdf,12 de julio de 2022
1,PRIMARIA,PARCIAL,ISABEL LA CATÓLICA,120722_vacantes_cc_1.pdf,12 de julio de 2022
1,INFANTIL INGLÉS B2,PARCIAL,ISABEL LA CATÓLICA,120722_vacantes_cc_1.pdf,12 de julio de 2022
1,"LICENCIADO/A BIOLOGÍA, MATEMÁTICAS",PARCIAL,ISABEL LA CATÓLICA,120722_vacantes_cc_1.pdf,12 de julio de 2022
1,PEDAGOGÍA TERAPÉUTICA,COMPLETA,COLEGIO SAUCILLO,121121_vacantes_cc.pdf,12 de noviembre de 2021
1,HISTROIA-ECONOMÍA-INGLÉS SECUNDARIA,,"NAZARET-LOS REALEJOS",130122_vacantes_cc_1.pdf,13 de enero de 2022
1,"GRADO EDUCACIÓN INFANTIL, ESPECIALIDAD INGLÉS, DECA",PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,GRADO EDUCACIÓN INFANTIL,COMPLETA,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
3,"GRADO EDUCACIÓN PRIMARIA, B2 INGLÉS, DECA",PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,"GRADO EDUCACIÓN PRIMARIA, ESPECIALIDAD INGLÉS CON B2",PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,"GRADO EDUCACIÓN PRIMARIA, ESPCIALIDAD FRANCÉS CON B2 Y B2 EN INGLÉS",PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,"GRADO EDUCACIÓN PRIMARIA, ESPEC. EDUCACIÓN ESPECIAL",PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,GRADO LENGUAS MODERNAS INGLÉS-FRANCÉS,PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,"GRADO INGENIERÍA TELECOMUNICACIONES, ELÉCTRICA O ARQUITECTURA",PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,GRADO INGENIERÍA INFORMÁTICA O TELECOMUNICACIONES,PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,GRADO BELLAS ARTES O ARQUITECTURA CON C1 INGLÉS,PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,GRADO EN GEOGRAFÍA E HISTORIA CON C1 INGLÉS,PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,GRADO CIENCIAS ACTIVIDAD FÍSICA Y DEPORTE CON C1 INGLÉS,PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
1,"GRADO PSICOPEDAGOGÍA, PSICOLOGÍA O PEDAGOGÍA",PARCIAL,COLEGIO SALESIANAS SAN JUAN BOSCO,13062022_vacantes_cc_1.pdf,13 de junio de 2022
2,GRADO EDUCACIÓN INFANTIL/INGLÉS B2/DECA,COMPLETA,COLEGIO MARÍA AUXILIADORA,130622_vacantes_cc_2.pdf,13 de junio de 2022
4,GRADO ED.PRIMARIA/INGLÉS B2/DECA,PARCIAL,COLEGIO MARÍA AUXILIADORA,130622_vacantes_cc_2.pdf,13 de junio de 2022
1,GRADO PRIMARIA ATENCIÓN DIVERSIDAD/INGLÉS B2/DECA,PARCIAL,COLEGIO MARÍA AUXILIADORA,130622_vacantes_cc_2.pdf,13 de junio de 2022
1,GRADO PRIMARIA/INGLÉS B2/DECA,COMPLETA,COLEGIO MARÍA AUXILIADORA,130622_vacantes_cc_2.pdf,13 de junio de 2022
1,LDO.GRADO LENGUA ESPAÑOLA Y LITERATURA/MÁSTER FORM. PROFESORADO/INGLÉS B2-C1,PARCIAL,COLEGIO MARÍA AUXILIADORA,130622_vacantes_cc_2.pdf,13 de junio de 2022
1,LDO.INGENIERO/GRADO MATEMÁTICAS ESO/MÁSTER FORMAC. PROFESORADO/INGLÉS B2-C1,PARCIAL,COLEGIO MARÍA AUXILIADORA,130622_vacantes_cc_2.pdf,13 de junio de 2022
1,LDO.GRADO TEOLOGÍA-CIENCIAS RELIGIOSAS/MÁSTER FORM. PROFESORADO/DECA ESO,PARCIAL,COLEGIO MARÍA AUXILIADORA,130622_vacantes_cc_2.pdf,13 de junio de 2022
1,GRADO EN QUÍMICA - GRADO EN FÍSICA - INGENIERÍA - MÁSTER DCOMPLETA,COMPLETA,NUESTRA SEÑORA DEL PILAR -GUANARTEME,130722_vacantes_cc_1.pdf,13 de julio de 2022
1,DIPLOMADO/GRADO PRIMARIA INGLÉS B2-C1/DECA,PARCIAL,CPEIPS MARÍA AUXILIADORA,130722_vacantes_cc_2.pdf,13 de julio de 2022
1,MAESTRO/A DE INFANTIL,COMPLETA,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,MAESTRO/A DE INFANTIL,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,MAESTRO/A DE INFANTIL,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,MAESTRO/A FRANCES,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,MAESTRO/A EDUCACIÓN FÍSICA,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,MAESTRO/A PT,COMPLETA,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A MATEMÁTICAS,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A INGLÉS,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A FRANCÉS,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A LENGUA,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A BIOLOGÍA/GEOLOGÍA,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A FÍSICA Y QUÍMICA,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A GEOGRAFÍA E HISTORIA,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,PROFESOR/A TECNOLOGÍA,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,MAESTRO/A PRIMARIA,COMPLETA,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,MAESTRO/A PRIMARIA,PARCIAL,CPEIPS SAN PABLO,130722_vacantes_cc_3.pdf,13 de julio de 2022
1,LICENCIADO/A O GRADO GEOGRAFÍA/HISTORIA CON CAP O MÁSTER FORMACIÓN DEL PROFESORADO DE ESO,PARCIAL,COLEGIO MAINLOP,130722_vacantes_cc_4.pdf,13 de julio de 2022
1,LICENCIADO/A O GRADO FILOLOGÍA FRANCESA CON CAP O MÁSTER FORMACIÓN DEL PROFESORADO DE ESO,PARCIAL,COLEGIO MAINLOP,130722_vacantes_cc_4.pdf,13 de julio de 2022
1,PROFESOR/A ESPECIALISTA EDUC. PLÁSTICA Y TECNOLOGÍA LICENCIADO/A EN BELLAS ARTES,PARCIAL,NªSRA. DEL BUEN CONSEJO DE ICOD,130921_vacantes_cc_1.pdf,13 de septiembre de 2021
2,EDUCACIÓN PRIMARIA INGLÉS,COMPLETA,LUTHER KING LA LAGUNA,130921_vacantes_cc_2.pdf,13 de septiembre de 2021
2,MAESTROS DE PRIMARIA,COMPLETA,CISNEROS ALTER,130921_vacantes_cc_3.pdf,13 de septiembre de 2021
2,MAESTROS DE PRIMARIA,PARCIAL,CISNEROS ALTER,130921_vacantes_cc_3.pdf,13 de septiembre de 2021
1,MAESTRO/A PRIMARIA FRANCÉS B-2,PARCIAL,ISABEL LA CATÓLICA,140122_vacantes_cc_1.pdf,14 de enero de 2022
1,MAESTRO/A ED. PRIMARIA ESP. MÚSICA,COMPLETA,RODRIGUEZ CAMPOS,140322_vacantes_cc_1.pdf,14 de marzo de 2022
1,EDUCACIÓN SECUNDARIA MÚSICA,PARCIAL,CPEIPS LA SALLE ANTÚNEZ,140622_vacantes_cc_1.pdf,14 de junio de 2022
1,LICENCIADO/A-GRADUADO/A GEOGRAFÍA E HISTORIA,PARCIAL,HISPANO,140921_vacantes_cc_1.pdf,14 de septiembre de 2021
1,MAESTRO EDUCACIÓN ESPECIAL,COMPLETA,CIUDAD SAN JUAN DE DIOS,140921_vacantes_cc_2.pdf,14 de septiembre de 2021
1,"MATEMÁTICAS, FÍSICA Y QUÍMICA",COMPLETA,CPEIPS SAN JOSÉ DOMINICAS,140921_vacantes_cc_3.pdf,14 de septiembre de 2021
1,MAESTRO/A PRIMARIA,PARCIAL,LA SALLE SAN ILDEFONSO,140921_vacantes_cc_5.pdf,14 de septiembre de 2021
1,LICENCIADO/A CIENCIAS FÍSICAS-INGLÉS B2,PARCIAL,SAN ISIDRO SALESIANOS,140921_vacantes_cc_6.pdf,14 de septiembre de 2021
1,LICENCIADO/A EN BELLAS ARTES O EQUIVALENTE,COMPLETA,RODRIGUEZ CAMPOS,141021_vacantes_cc-2.pdf,14 de octubre de 2021
1,MAESTRO/A ED. INFANTIL,PARCIAL,PUREZA DE Mª LA LAGUNA,141021_vacantes_cc-3.pdf,14 de octubre de 2021
1,"LCDO/A O GRADO CC FÍSICAS, CC QUÍMICAS, BIOQUÍMICAS, CC A",COMPLETA,CAEPA RADIO ECCA,141221_vacantes_cc_1.pdf,14 de diciembre de 2021
1,MAESTRO/A PRIMARIA (CTO. DE RELEVO),PARCIAL,RODRÍGUEZ CAMPOS,141221_vacantes_cc_2.pdf,14 de diciembre de 2021
1,LENGUA CASTELLANA Y LITERATURA SECUNDARIA,PARCIAL,COLEGIO SAUCILLO,150222_vacantes_cc_1.pdf,15 de febrero de 2022
1,LICENCIATURA O GRADO EN FÍSICA Y QUÍMICA PARA SECUNDAR,COMPLETA,RADIO ECCA,150322_vacantes_cc_1.pdf,15 de marzo de 2022
1,LICENCIATURA-GRADO EN MATEMÁTICAS O CIENCIAS ESO- MÁSTPARCIAL,PARCIAL,NUESTRA SEÑORA DE LAS NIEVES,15072022_vacantes_cc_1.pdf,15 de julio de 2022
1,LICENCIATURA-GRADO GEOGRAFÍA E HISTORIA - B2 O C1 INGLÉS,COMPLETA,NUESTRA SEÑORA DE LAS NIEVES,15072022_vacantes_cc_1.pdf,15 de julio de 2022
1,LICENCIATURA-GRADO EDUCACIÓN FÍSICA - B2 O C1 INGLÉS - MÁPARCIAL,PARCIAL,NUESTRA SEÑORA DE LAS NIEVES,15072022_vacantes_cc_1.pdf,15 de julio de 2022
1,LICENCIATURA-GRADO FILOLOGÍA HISPÁNICA LENGUA Y LITERATPARCIAL,PARCIAL,NUESTRA SEÑORA DE LAS NIEVES,15072022_vacantes_cc_1.pdf,15 de julio de 2022
1,PSICOPEDAGOGÍA - ORIENTACIÓN EDUCATIVA - MASTER PROFES,COMPLETA,TIPCI,150921_vacantes_cc_1.pdf,15 de septiembre de 2021
1,GRADO INGENIERÍA INFORMÁTICA O TELECOMUNICACIONES (RAMA TELEMÁTICA) CON MÁSTER DEL PROFESORADO,COMPLETA,CPEIPS SAN JUAN BOSCO,150921_vacantes_cc_2.pdf,15 de septiembre de 2021
1,GRADO BELLAS ARTES O ARQUITECTURA CON MÁSTER PROFES.,PARCIAL,CPEIPS SAN JUAN BOSCO,150921_vacantes_cc_2.pdf,15 de septiembre de 2021
1,"GRADO EDUCACIÓN PRIMARIA, B2 INGLÉS, DECA",COMPLETA,CPEIPS SAN JUAN BOSCO,150921_vacantes_cc_2.pdf,15 de septiembre de 2021
1,GRADO INGENIERÍA; ARQUITECTURA-MÁSTER PROFES.-B2 INGLÉSPARCIAL,PARCIAL,CPEIPS MARÍA AUXILIADORA-TELDE,150921_vacantes_cc_3.pdf,15 de septiembre de 2021
1,MAESTRO/A PRIMARIA,COMPLETA,NURYANA,150921_vacantes_cc_4.pdf,15 de septiembre de 2021
1,LICENCIATURA EN MATEMÁTICAS O CIENCIAS SECUNDARIA - MÁ,PARCIAL,NUESTRA SEÑORA DE LAS NIEVES,151021_vacantes_cc_1.pdf,15 de octubre de 2021
1,LICENCIATURA EN FILOLOGÍA HISPÁNICA SECUNDARIA - MÁSTER,PARCIAL,NUESTRA SEÑORA DE LAS NIEVES,151021_vacantes_cc_1.pdf,15 de octubre de 2021
1,MAESTRO/A PRIMARIA,COMPLETA,ACAYMO-LA CANDELARIA,151021_vacantes_cc_3.pdf,15 de octubre de 2021
1,"GRADO INGENIERÍA INFORMÁTICA, TELECOMUNICACIONES (RAMA TELEMÁTICA), MATEMÁTICAS- MASTER PROFESORADO",COMPLETA,COLEGIO SAN JUAN BOSCO (LAS PALMAS),151021_vacantes_cc_4.pdf,15 de octubre de 2021
1,INGLÉS PRIMARIA - B2,PARCIAL,JUAN RAMÓN JIMÉNEZ,151021_vacantes_cc_5.pdf,15 de octubre de 2021
1,MAESTRO/A PRIMARIA,PARCIAL,ISABEL LA CATÓLICA,151021_vacantes_cc_6.pdf,15 de octubre de 2021
1,LICENCIADO/A EN FILOLOGÍA,COMPLETA,PUREZA DE MARIA SANTA CRUZ,151021_vacantes_cc_7.pdf,"Page 1 of 1
Publicación de Vacantes 
 Fecha de publicación:
38006113 PUREZA DE MARIA SANTA CRUZ
NUM. VACANTES ESPECIALIDAD JORNADA
1 LICENCIADO/A EN FILOLOGÍA COMPLETA
"
1,MAESTRO/A PRIMARIA-INFANTIL/INGLÉS C1-B2,PARCIAL,RODRIGUEZ ALBERTO,151021_vacantes_cc_8.pdf,15 de octubre de 2021
1,LICENCIATURA /GRADO EN INGENIERÍA CON MÁSTER DEL PROFE,COMPLETA,PUREZA DE MARÍA- LA LAGUNA,151021_vacantes_cc-2.pdf,15 de octubre de 2021
1,FILOLOGÍA INGLÉS O GRADO LENGUAS MODERNAS INGLÉS -TRA,PARCIAL,LOS ANGELES,151121_vacantes_cc_1.pdf,15 de noviembre de 2021
1,TITULO SUPERIOR DE MÚSICA/GRADUADO/A MÚSICA,PARCIAL,MONTESSORI,151121_vacantes_cc_2.pdf,15 de noviembre de 2021
1,LICENCIADO/A EN BELLAS ARTES,,ISABEL LA CATÓLICA,160322_vacantes_cc_1.pdf,16 de marzo de 2022
1,MAESTRO/A ED. PRIMARIA CON INGLÉS,PARCIAL,SANTA ROSA DE LIMA,160921_vacantes_cc_1.pdf,16 de septiembre de 2021
1,MAESTRO/A EDUCACIÓN INFANTIL,COMPLETA,DECROLY,160921_vacantes_cc_2.pdf,16 de septiembre de 2021
1,"PROFESORA SECUNDARIA, ESPECIALIDAD INGLÉS C1",COMPLETA,CPEIPS SANTA MARÍA DE LOS VOLCANES,160921_vacantes_cc_3.pdf,16 de septiembre de 2021
1,PROFESOR/PROFESORA EDUCACIÓN PRIMARIA,COMPLETA,CPEIPS SAN ANTONIO MARÍA CLARET,170222_vacantes_cc_1.pdf,17 de febrero de 2022
1,LCDO/A RAMA MATEMÁTICAS - MÁSTER PROFESORADO,COMPLETA,MARPE - ALTAVISTA,170921__vacantes_cc_4.pdf,17 de septiembre de 2021
2,LCDO/A RAMA MATEMÁTICAS - MÁSTER PROFESORADO,PARCIAL,MARPE - ALTAVISTA,170921__vacantes_cc_4.pdf,17 de septiembre de 2021
1,LICENCIADO/A EN FILOLOGÍA INGLESA,PARCIAL,CHAMBERÍ,170921_vacantes_cc_1.pdf,17 de septiembre de 2021
1,MAESTRO/A DE INGLÉS- B2,PARCIAL,CHAMBERÍ,170921_vacantes_cc_1.pdf,17 de septiembre de 2021
1,MAESTRO/A EDUCACIÓN ESPECIAL,COMPLETA,TIPCI,170921_vacantes_cc_2.pdf,17 de septiembre de 2021
1,PROFESORA EDUCACIÓN ESPECIAL,COMPLETA,CPEIPS SANTA MARÍA DE LOS VOLCANES,170921_vacantes_cc_3.pdf,17 de septiembre de 2021
1,GRADO PRIMARIA,COMPLETA,ACAYMO,170921_vacantes_cc_5.pdf,17 de septiembre de 2021
1,GRADO PRIMARIA,COMPLETA,ACAYMO,170921_vacantes_cc_5.pdf,17 de septiembre de 2021
1,GRADO PRIMARIA,PARCIAL,ACAYMO,170921_vacantes_cc_5.pdf,17 de septiembre de 2021
1,LICENCIADO/A-GRADO LENGUA Y LITERATURA/INGLÉS B2,PARCIAL,SANTO DOMINGO,170921_vacantes_cc_6.pdf,16 de septiembre de 2021
1,PROFESORA EDUCACIÓN INFANTIL CON C1,COMPLETA,CPEIPS SANTA MARÍA DE LOS VOLCANES,170921_vacantes_cc_7.pdf,17 de septiembre de 2021
1,PRIMARIA,PARCIAL,CAEPA RADIO ECCA,171121_vacantes_cc_1.pdf,17 de noviembre de 2021
1,LICENCIADO/A EN FÍSICA,COMPLETA,CHAMBERÍ,171221_vacantes_cc_1.pdf,17 de diciembre de 2021
1,MATEMÁTICAS SECUNDARIA - MÁSTER PROFESORADO,COMPLETA,JUAN RAMÓN JIMÉNEZ,180122_vacantes_cc_1.pdf,18 de enero de 2022
2,EDUCACIÓN PRIMARIA ESP. INGLÉS,COMPLETA,LUTHER KING ARAFO,180122_vacantes_cc_2.pdf,18 de enero de 2022
1,GRADUADO/A EN HISTORIA CON MÁSTER DEL PROFESORADO Y OBSERVACIONES: CURSO ESCOLA 2022/2023,PARCIAL,PUREZA DE MARIA LOS REALEJOS,180122_vacantes_cc_3.pdf,18 de enero de 2022
1,PRIMARIA-INGLÉS,PARCIAL,COLEGIO SANTA TERESA DE JESÚS,180222_vacantes_cc_1.pdf,18 de febrero de 2022
1,FILOLOGÍA INGLESA O GRADO LENGUAS MODERNAS (INGLÉS) - T,PARCIAL,LOS ÁNGELES,180222_vacantes_cc_2.pdf,18 de febrero de 2022
1,FILOLOGÍA INGLESA O GRADO LENGUAS MODERNAS- TRADUCTOPARCIAL,PARCIAL,LOS ÁNGELES,180322_vacantes_cc_1.pdf,18 de marzo de 2022
1,LICENCIADO/A-GRADUADO/A MATEMÁTICAS-TECNOLOGÍA,COMPLETA,NUESTRA SRA. BUEN CONSEJO-ICOD,18052022_vacantes_cc_1.pdf,18 de mayo de 2022
1,MAESTRO/A INFANTIL,COMPLETA,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/AINFANTIL,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/AINFANTIL,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/A FRANCÉS,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/A EDUCACIÓN FÍSICA,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/A EDUCACIÓN ESPECIAL (PT),COMPLETA,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,LICENCIADO/A-GRADUADO/A MATEMÁTICAS,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,LICENCIADO/A-GRADUADO/A INGLÉS,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,LICENCIADO/A-GRADUADO/A FRANCÉS,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,LICENCIADO/A-GRADUADO/A LENGUA,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,LICENCIADO/A-GRADUADO/A BIOLOGÍA-GEOLOGÍA,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,LICENCIADO/A-GRADUADO/A FÍSICA Y QUÍMICA,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,LICENCIADO/A-GRADUADO/A GEOGRAFÍA E HISTORIA,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,"LICDO/A-GRADUADODO/A, INGENIERO,ARQUITECTO(TECNOLOG PARCIAL",PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/A PRIMARIA,COMPLETA,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/A PRIMARIA,PARCIAL,SAN PABLO,180722_vacantes_cc_2.pdf,18 de julio de 2022
1,MAESTRO/A ED. INFANTIL,COMPLETA,CERVANTES,180722_vacantes_cc_3.pdf,18 de julio de 2022
1,MAESTRO/A ESP. INGLÉS,PARCIAL,CERVANTES,180722_vacantes_cc_3.pdf,18 de julio de 2022
1,MAESTRO/A INFANTIL ESP. INGLÉS B-2,PARCIAL,ESCUELAS PÍAS,180722_vacantes_cc_4.pdf,18 de julio de 2022
1,MAESTRO/A PRIMARIA INGLÉS B-2,PARCIAL,ESCUELAS PÍAS,180722_vacantes_cc_4.pdf,18 de julio de 2022
1,MAESTRO/A PRIMARIA PEDAGOGÍA TERAPÉUTICA,COMPLETA,ESCUELAS PÍAS,180722_vacantes_cc_4.pdf,18 de julio de 2022
2,ESO-MATEMÁTICAS,PARCIAL,ESCUELAS PÍAS,180722_vacantes_cc_4.pdf,18 de julio de 2022
2,ESO-TECNOLOGÍA,PARCIAL,ESCUELAS PÍAS,180722_vacantes_cc_4.pdf,18 de julio de 2022
1,FILOLOGÍA INGLÉS - GRADO EN LENGUAS MODERNAS -INGLÉS,PARCIAL,LOS ÁNGELES,181021_vacantes_cc_1.pdf,18 de octubre de 2021
1,MAESTRO/A PRIMERIA ESP. INGLÉS,COMPLETA,LUTHER KING- LA LAGUNA,181021_vacantes_cc_2.pdf,18 de octubre de 2021
1,EDUCACIÓN PRIMARIA,PARCIAL,CPEIPS LA SALLE ANTÚNEZ,181031_vacantes_cc-3.pdf,18 de octubre de 2021
1,LCDO/A-GRADUADO/A FILOLOGÍA CLÁSICA/HISPÁNICA/INGLÉS,COMPLETA,CAEPA RADIO ECCA,181121_vacantes_cc_2.pdf,18 de noviembre de 2021
1,DIPLOMADO/A  MAGISTERIO,COMPLETA,LOS ÁNGELES,190122_vacantes_cc_1.pdf,19 de enero de 2022
1,DIPLOMADO/A MAGISTERIO PRIMARIA CON FRANCÉS,PARCIAL,LOS ÁNGELES,190122_vacantes_cc_1.pdf,19 de enero de 2022
1,LCDO/A - GRADO GEOGRAFIA E HISTORIA,PARCIAL,LOS ÁNGELES,190122_vacantes_cc_1.pdf,19 de enero de 2022
1,GRADO PRIMARIA ESPECIALIDAD ATENCIÓN A LA DIVERSIDAD,COMPLETA,NUESTRA SEÑORA DEL PILAR - GUANARTEME,190122_vacantes_cc_2.pdf,19 de enero de 2022
1,LENGUA CASTELLANA Y LITERATURA-MÁSTER PROFESORADO SE,PARCIAL,NORTE,190422_vacantes_cc_1.pdf,19 de abril de 2022
1,MAESTRO/A ED. PRIMARIA CON PEDAGOGÍA TERAPÉUTICA,PARCIAL,ECHEYDE II,19052022_vacantes_cc_1.pdf,19 de mayo de 2022
1,MAESTRO/A EDUCACIÓN IFANTIL  DOMINIO LENGUA INGLESA,COMPLETA,VIRGEN DEL MAR,191021_vacantes_cc-1.pdf,19 de octubre de 2021
1,MAESTRO/A DE PRIMARIA MENCIÓN INGLÉS Y NIVEL B-2,PARCIAL,PUREZA DE MARÍA-STA. CRUZ,20042022_vacantes_cc_1.pdf,20 de abril de 2022
1,GRADO ED. PRIMARIA MENCIÓN INGLÉS B-2,COMPLETA,LA MILAGROSA,200722_vacantes_cc_1.pdf,20 de julio de 2022
